date,sku,price,promo_flag,discount_pct,is_weekend,is_holiday,sales
2024-01-01,SKU_01,7.63,0,0.0,0,1,44
2024-01-02,SKU_01,7.64,0,0.0,0,0,31
2024-01-03,SKU_01,6.67,0,0.0,0,0,26
2024-01-04,SKU_01,6.71,0,0.0,0,0,22
2024-01-05,SKU_01,6.45,0,0.0,0,0,29
2024-01-06,SKU_01,6.48,0,0.0,1,0,35
2024-01-07,SKU_01,6.43,0,0.0,1,1,44
2024-01-08,SKU_01,5.94,0,0.0,0,0,37
2024-01-09,SKU_01,4.96,0,0.0,0,0,34
2024-01-10,SKU_01,4.97,0,0.0,0,0,27
2024-01-11,SKU_01,5.13,0,0.0,0,0,26
2024-01-12,SKU_01,5.66,0,0.0,0,0,25
2024-01-13,SKU_01,5.69,0,0.0,1,0,40
2024-01-14,SKU_01,5.46,0,0.0,1,0,40
2024-01-15,SKU_01,5.65,0,0.0,0,0,37
2024-01-16,SKU_01,5.69,0,0.0,0,0,34
2024-01-17,SKU_01,5.85,0,0.0,0,0,30
2024-01-18,SKU_01,6.29,0,0.0,0,0,21
2024-01-19,SKU_01,6.26,0,0.0,0,0,31
2024-01-20,SKU_01,6.46,0,0.0,1,0,38
2024-01-21,SKU_01,5.22,0,0.0,1,0,45
2024-01-22,SKU_01,5.38,0,0.0,0,0,39
2024-01-23,SKU_01,6.17,0,0.0,0,0,35
2024-01-24,SKU_01,5.77,0,0.0,0,0,62
2024-01-25,SKU_01,6.12,0,0.0,0,0,26
2024-01-26,SKU_01,6.36,0,0.0,0,0,28
2024-01-27,SKU_01,5.77,0,0.0,1,0,40
2024-01-28,SKU_01,6.05,0,0.0,1,0,44
2024-01-29,SKU_01,5.93,0,0.0,0,0,46
2024-01-30,SKU_01,6.44,0,0.0,0,0,35
2024-01-31,SKU_01,6.5,0,0.0,0,0,27
2024-02-01,SKU_01,6.77,0,0.0,0,0,24
2024-02-02,SKU_01,7.1,0,0.0,0,0,27
2024-02-03,SKU_01,6.33,0,0.0,1,0,38
2024-02-04,SKU_01,6.19,0,0.0,1,0,45
2024-02-05,SKU_01,6.44,0,0.0,0,0,40
2024-02-06,SKU_01,6.44,0,0.0,0,0,34
2024-02-07,SKU_01,6.65,0,0.0,0,0,27
2024-02-08,SKU_01,7.0,0,0.0,0,0,28
2024-02-09,SKU_01,7.04,0,0.0,0,0,31
2024-02-10,SKU_01,6.6,0,0.0,1,0,40
2024-02-11,SKU_01,7.66,0,0.0,1,0,43
2024-02-12,SKU_01,7.72,0,0.0,0,0,37
2024-02-13,SKU_01,8.3,0,0.0,0,0,58
2024-02-14,SKU_01,8.25,0,0.0,0,0,23
2024-02-15,SKU_01,7.76,0,0.0,0,0,24
2024-02-16,SKU_01,8.49,0,0.0,0,0,28
2024-02-17,SKU_01,8.55,0,0.0,1,0,39
2024-02-18,SKU_01,8.4,0,0.0,1,0,42
2024-02-19,SKU_01,8.04,0,0.0,0,0,41
2024-02-20,SKU_01,8.55,0,0.0,0,0,36
2024-02-21,SKU_01,8.84,0,0.0,0,0,25
2024-02-22,SKU_01,9.6,0,0.0,0,0,21
2024-02-23,SKU_01,9.45,0,0.0,0,1,32
2024-02-24,SKU_01,9.66,0,0.0,1,0,2
2024-02-25,SKU_01,9.55,0,0.0,1,0,40
2024-02-26,SKU_01,8.23,0,0.0,0,0,44
2024-02-27,SKU_01,8.14,0,0.0,0,0,35
2024-02-28,SKU_01,8.15,0,0.0,0,0,28
2024-02-29,SKU_01,8.15,0,0.0,0,0,29
2024-03-01,SKU_01,8.7,0,0.0,0,0,28
2024-03-02,SKU_01,9.1,0,0.0,1,0,31
2024-03-03,SKU_01,8.26,0,0.0,1,0,39
2024-03-04,SKU_01,7.72,0,0.0,0,0,41
2024-03-05,SKU_01,7.54,0,0.0,0,0,34
2024-03-06,SKU_01,7.5,0,0.0,0,0,32
2024-03-07,SKU_01,7.7,0,0.0,0,0,29
2024-03-08,SKU_01,7.7,0,0.0,0,1,40
2024-03-09,SKU_01,7.62,0,0.0,1,0,44
2024-03-10,SKU_01,8.59,0,0.0,1,0,48
2024-03-11,SKU_01,8.0,0,0.0,0,0,42
2024-03-12,SKU_01,7.65,0,0.0,0,0,45
2024-03-13,SKU_01,7.8,0,0.0,0,0,29
2024-03-14,SKU_01,6.44,0,0.0,0,0,26
2024-03-15,SKU_01,7.01,0,0.0,0,0,36
2024-03-16,SKU_01,6.59,0,0.0,1,0,46
2024-03-17,SKU_01,6.84,0,0.0,1,0,49
2024-03-18,SKU_01,6.98,0,0.0,0,0,47
2024-03-19,SKU_01,7.69,0,0.0,0,0,37
2024-03-20,SKU_01,8.22,0,0.0,0,0,31
2024-03-21,SKU_01,7.38,0,0.0,0,0,30
2024-03-22,SKU_01,7.03,0,0.0,0,0,39
2024-03-23,SKU_01,6.81,0,0.0,1,0,44
2024-03-24,SKU_01,6.78,0,0.0,1,0,52
2024-03-25,SKU_01,7.05,0,0.0,0,0,47
2024-03-26,SKU_01,6.76,1,0.062,0,0,65
2024-03-27,SKU_01,7.29,0,0.0,0,0,33
2024-03-28,SKU_01,7.41,0,0.0,0,0,32
2024-03-29,SKU_01,7.49,0,0.0,0,0,35
2024-03-30,SKU_01,7.91,0,0.0,1,0,41
2024-03-31,SKU_01,7.94,0,0.0,1,0,50
2024-04-01,SKU_01,7.81,0,0.0,0,0,37
2024-04-02,SKU_01,7.63,0,0.0,0,0,41
2024-04-03,SKU_01,7.91,0,0.0,0,0,28
2024-04-04,SKU_01,8.53,0,0.0,0,0,24
2024-04-05,SKU_01,8.66,0,0.0,0,0,32
2024-04-06,SKU_01,9.08,0,0.0,1,0,43
2024-04-07,SKU_01,9.32,0,0.0,1,0,54
2024-04-08,SKU_01,9.19,0,0.0,0,0,42
2024-04-09,SKU_01,8.57,0,0.0,0,0,42
2024-04-10,SKU_01,8.51,0,0.0,0,0,33
2024-04-11,SKU_01,9.58,0,0.0,0,0,27
2024-04-12,SKU_01,9.42,0,0.0,0,0,35
2024-04-13,SKU_01,9.18,0,0.0,1,0,46
2024-04-14,SKU_01,9.76,0,0.0,1,0,41
2024-04-15,SKU_01,9.75,0,0.0,0,0,44
2024-04-16,SKU_01,10.69,0,0.0,0,0,36
2024-04-17,SKU_01,9.46,0,0.0,0,0,33
2024-04-18,SKU_01,8.89,0,0.0,0,0,30
2024-04-19,SKU_01,7.8,0,0.0,0,0,37
2024-04-20,SKU_01,7.08,0,0.0,1,0,46
2024-04-21,SKU_01,6.81,0,0.0,1,0,53
2024-04-22,SKU_01,7.04,0,0.0,0,0,53
2024-04-23,SKU_01,7.67,0,0.0,0,0,45
2024-04-24,SKU_01,7.68,0,0.0,0,0,39
2024-04-25,SKU_01,7.77,0,0.0,0,0,33
2024-04-26,SKU_01,8.15,0,0.0,0,0,30
2024-04-27,SKU_01,8.28,0,0.0,1,0,42
2024-04-28,SKU_01,8.89,0,0.0,1,0,53
2024-04-29,SKU_01,8.81,0,0.0,0,0,45
2024-04-30,SKU_01,8.46,0,0.0,0,0,40
2024-05-01,SKU_01,9.28,0,0.0,0,1,44
2024-05-02,SKU_01,9.5,0,0.0,0,1,36
2024-05-03,SKU_01,10.11,0,0.0,0,0,28
2024-05-04,SKU_01,8.94,0,0.0,1,0,38
2024-05-05,SKU_01,8.83,0,0.0,1,0,48
2024-05-06,SKU_01,9.82,0,0.0,0,0,45
2024-05-07,SKU_01,10.32,0,0.0,0,0,39
2024-05-08,SKU_01,10.44,0,0.0,0,0,28
2024-05-09,SKU_01,10.2,0,0.0,0,1,36
2024-05-10,SKU_01,9.4,0,0.0,0,0,34
2024-05-11,SKU_01,9.27,0,0.0,1,0,50
2024-05-12,SKU_01,9.35,0,0.0,1,0,42
2024-05-13,SKU_01,8.32,0,0.0,0,0,46
2024-05-14,SKU_01,7.26,0,0.0,0,0,43
2024-05-15,SKU_01,7.06,0,0.0,0,0,30
2024-05-16,SKU_01,7.35,0,0.0,0,0,28
2024-05-17,SKU_01,8.32,0,0.0,0,0,32
2024-05-18,SKU_01,9.14,0,0.0,1,0,44
2024-05-19,SKU_01,9.96,0,0.0,1,0,49
2024-05-20,SKU_01,10.22,0,0.0,0,0,42
2024-05-21,SKU_01,9.3,0,0.0,0,0,42
2024-05-22,SKU_01,9.21,0,0.0,0,0,29
2024-05-23,SKU_01,8.64,0,0.0,0,0,32
2024-05-24,SKU_01,7.74,0,0.0,0,0,36
2024-05-25,SKU_01,7.0,0,0.0,1,0,89
2024-05-26,SKU_01,7.55,0,0.0,1,0,51
2024-05-27,SKU_01,6.75,0,0.0,0,0,49
2024-05-28,SKU_01,6.13,0,0.0,0,0,47
2024-05-29,SKU_01,6.31,0,0.0,0,0,34
2024-05-30,SKU_01,6.29,0,0.0,0,0,32
2024-05-31,SKU_01,6.85,0,0.0,0,0,36
2024-06-01,SKU_01,6.98,0,0.0,1,0,46
2024-06-02,SKU_01,7.23,0,0.0,1,0,50
2024-06-03,SKU_01,7.5,0,0.0,0,0,49
2024-06-04,SKU_01,8.06,0,0.0,0,0,44
2024-06-05,SKU_01,7.41,0,0.0,0,0,36
2024-06-06,SKU_01,7.94,0,0.0,0,0,30
2024-06-07,SKU_01,7.17,0,0.0,0,0,38
2024-06-08,SKU_01,6.47,0,0.0,1,0,49
2024-06-09,SKU_01,6.17,0,0.0,1,0,53
2024-06-10,SKU_01,6.08,0,0.0,0,0,53
2024-06-11,SKU_01,6.13,0,0.0,0,0,50
2024-06-12,SKU_01,6.61,0,0.0,0,0,37
2024-06-13,SKU_01,6.31,0,0.0,0,0,34
2024-06-14,SKU_01,6.21,0,0.0,0,0,35
2024-06-15,SKU_01,6.1,0,0.0,1,0,53
2024-06-16,SKU_01,5.84,0,0.0,1,0,55
2024-06-17,SKU_01,6.18,0,0.0,0,0,46
2024-06-18,SKU_01,5.96,0,0.0,0,0,52
2024-06-19,SKU_01,5.28,0,0.0,0,0,39
2024-06-20,SKU_01,4.47,0,0.0,0,0,37
2024-06-21,SKU_01,4.78,0,0.0,0,0,42
2024-06-22,SKU_01,4.74,0,0.0,1,0,52
2024-06-23,SKU_01,4.93,0,0.0,1,0,56
2024-06-24,SKU_01,5.55,0,0.0,0,0,50
2024-06-25,SKU_01,5.58,0,0.0,0,0,44
2024-06-26,SKU_01,5.05,0,0.0,0,0,38
2024-06-27,SKU_01,4.78,0,0.0,0,0,36
2024-06-28,SKU_01,4.37,0,0.0,0,0,42
2024-06-29,SKU_01,4.23,0,0.0,1,0,53
2024-06-30,SKU_01,4.07,0,0.0,1,0,67
2024-07-01,SKU_01,3.79,0,0.0,0,0,56
2024-07-02,SKU_01,3.53,0,0.0,0,0,54
2024-07-03,SKU_01,3.32,0,0.0,0,0,42
2024-07-04,SKU_01,3.33,0,0.0,0,0,40
2024-07-05,SKU_01,3.04,0,0.0,0,0,48
2024-07-06,SKU_01,3.06,0,0.0,1,0,63
2024-07-07,SKU_01,3.28,0,0.0,1,0,59
2024-07-08,SKU_01,3.28,0,0.0,0,0,58
2024-07-09,SKU_01,3.21,0,0.0,0,0,52
2024-07-10,SKU_01,3.3,0,0.0,0,0,37
2024-07-11,SKU_01,3.4,0,0.0,0,0,32
2024-07-12,SKU_01,2.96,0,0.0,0,0,44
2024-07-13,SKU_01,3.09,0,0.0,1,0,52
2024-07-14,SKU_01,3.25,0,0.0,1,0,64
2024-07-15,SKU_01,3.43,0,0.0,0,0,59
2024-07-16,SKU_01,3.44,0,0.0,0,0,50
2024-07-17,SKU_01,3.49,0,0.0,0,0,39
2024-07-18,SKU_01,3.5,0,0.0,0,0,30
2024-07-19,SKU_01,3.5,0,0.0,0,0,40
2024-07-20,SKU_01,3.56,0,0.0,1,0,52
2024-07-21,SKU_01,3.52,0,0.0,1,0,61
2024-07-22,SKU_01,3.27,0,0.0,0,0,57
2024-07-23,SKU_01,3.22,0,0.0,0,0,52
2024-07-24,SKU_01,3.1,0,0.0,0,0,36
2024-07-25,SKU_01,3.25,0,0.0,0,0,38
2024-07-26,SKU_01,3.56,0,0.0,0,0,41
2024-07-27,SKU_01,3.31,0,0.0,1,0,57
2024-07-28,SKU_01,3.14,0,0.0,1,0,58
2024-07-29,SKU_01,2.82,0,0.0,0,0,56
2024-07-30,SKU_01,3.02,0,0.0,0,0,46
2024-07-31,SKU_01,3.02,0,0.0,0,0,38
2024-08-01,SKU_01,3.12,0,0.0,0,0,27
2024-08-02,SKU_01,3.0,0,0.0,0,0,38
2024-08-03,SKU_01,3.2,0,0.0,1,0,49
2024-08-04,SKU_01,3.08,0,0.0,1,0,53
2024-08-05,SKU_01,3.0,0,0.0,0,0,59
2024-08-06,SKU_01,2.99,0,0.0,0,0,44
2024-08-07,SKU_01,3.01,0,0.0,0,0,34
2024-08-08,SKU_01,2.86,0,0.0,0,0,36
2024-08-09,SKU_01,2.91,0,0.0,0,0,37
2024-08-10,SKU_01,3.08,0,0.0,1,0,52
2024-08-11,SKU_01,2.95,0,0.0,1,0,59
2024-08-12,SKU_01,3.0,0,0.0,0,0,52
2024-08-13,SKU_01,2.93,0,0.0,0,0,49
2024-08-14,SKU_01,2.57,0,0.0,0,0,40
2024-08-15,SKU_01,2.48,0,0.0,0,0,35
2024-08-16,SKU_01,2.51,0,0.0,0,0,42
2024-08-17,SKU_01,2.6,0,0.0,1,0,54
2024-08-18,SKU_01,2.65,0,0.0,1,0,56
2024-08-19,SKU_01,2.53,0,0.0,0,0,57
2024-08-20,SKU_01,2.52,0,0.0,0,0,44
2024-08-21,SKU_01,2.81,0,0.0,0,0,42
2024-08-22,SKU_01,2.84,0,0.0,0,0,34
2024-08-23,SKU_01,2.84,0,0.0,0,0,34
2024-08-24,SKU_01,2.57,0,0.0,1,0,50
2024-08-25,SKU_01,2.79,0,0.0,1,0,55
2024-08-26,SKU_01,2.92,0,0.0,0,0,50
2024-08-27,SKU_01,3.1,0,0.0,0,0,38
2024-08-28,SKU_01,2.9,0,0.0,0,0,32
2024-08-29,SKU_01,3.05,0,0.0,0,0,32
2024-08-30,SKU_01,3.16,0,0.0,0,0,32
2024-08-31,SKU_01,2.86,0,0.0,1,0,46
2024-09-01,SKU_01,2.83,0,0.0,1,0,51
2024-09-02,SKU_01,2.77,0,0.0,0,0,49
2024-09-03,SKU_01,2.53,0,0.0,0,0,41
2024-09-04,SKU_01,2.6,0,0.0,0,0,39
2024-09-05,SKU_01,2.73,0,0.0,0,0,32
2024-09-06,SKU_01,2.77,0,0.0,0,0,36
2024-09-07,SKU_01,2.91,0,0.0,1,0,50
2024-09-08,SKU_01,2.96,0,0.0,1,0,48
2024-09-09,SKU_01,2.86,0,0.0,0,0,47
2024-09-10,SKU_01,2.93,0,0.0,0,0,42
2024-09-11,SKU_01,2.88,0,0.0,0,0,35
2024-09-12,SKU_01,2.99,0,0.0,0,0,29
2024-09-13,SKU_01,3.03,0,0.0,0,0,36
2024-09-14,SKU_01,3.05,0,0.0,1,0,40
2024-09-15,SKU_01,2.97,0,0.0,1,0,51
2024-09-16,SKU_01,2.96,0,0.0,0,0,42
2024-09-17,SKU_01,2.82,0,0.0,0,0,39
2024-09-18,SKU_01,2.81,0,0.0,0,0,33
2024-09-19,SKU_01,2.92,0,0.0,0,0,26
2024-09-20,SKU_01,2.82,0,0.0,0,0,36
2024-09-21,SKU_01,2.94,0,0.0,1,0,37
2024-09-22,SKU_01,2.8,0,0.0,1,0,45
2024-09-23,SKU_01,2.57,0,0.0,0,0,46
2024-09-24,SKU_01,2.67,0,0.0,0,0,33
2024-09-25,SKU_01,2.5,0,0.0,0,0,31
2024-09-26,SKU_01,2.83,0,0.0,0,0,24
2024-09-27,SKU_01,2.83,0,0.0,0,0,31
2024-09-28,SKU_01,2.79,0,0.0,1,0,41
2024-09-29,SKU_01,2.91,0,0.0,1,0,45
2024-09-30,SKU_01,3.02,0,0.0,0,0,44
2024-10-01,SKU_01,3.38,0,0.0,0,0,33
2024-10-02,SKU_01,3.23,0,0.0,0,0,28
2024-10-03,SKU_01,3.06,0,0.0,0,0,27
2024-10-04,SKU_01,3.5,0,0.0,0,0,24
2024-10-05,SKU_01,3.87,0,0.0,1,0,35
2024-10-06,SKU_01,3.64,0,0.0,1,0,35
2024-10-07,SKU_01,3.86,0,0.0,0,0,33
2024-10-08,SKU_01,3.85,0,0.0,0,0,33
2024-10-09,SKU_01,3.25,0,0.0,0,0,28
2024-10-10,SKU_01,3.48,0,0.0,0,0,24
2024-10-11,SKU_01,3.43,0,0.0,0,0,26
2024-10-12,SKU_01,3.02,0,0.0,1,0,38
2024-10-13,SKU_01,3.2,0,0.0,1,0,45
2024-10-14,SKU_01,3.08,0,0.0,0,0,40
2024-10-15,SKU_01,3.14,0,0.0,0,0,39
2024-10-16,SKU_01,3.34,0,0.0,0,0,29
2024-10-17,SKU_01,3.25,0,0.0,0,0,21
2024-10-18,SKU_01,3.14,0,0.0,0,0,19
2024-10-19,SKU_01,3.05,0,0.0,1,0,35
2024-10-20,SKU_01,3.31,0,0.0,1,0,41
2024-10-21,SKU_01,3.32,0,0.0,0,0,36
2024-10-22,SKU_01,3.8,0,0.0,0,0,32
2024-10-23,SKU_01,3.81,0,0.0,0,0,28
2024-10-24,SKU_01,3.85,0,0.0,0,0,22
2024-10-25,SKU_01,3.84,0,0.0,0,0,26
2024-10-26,SKU_01,4.11,0,0.0,1,0,25
2024-10-27,SKU_01,4.06,0,0.0,1,0,32
2024-10-28,SKU_01,4.46,0,0.0,0,0,30
2024-10-29,SKU_01,4.51,0,0.0,0,0,27
2024-10-30,SKU_01,4.87,0,0.0,0,0,20
2024-10-31,SKU_01,5.03,0,0.0,0,0,17
2024-11-01,SKU_01,4.73,0,0.0,0,0,21
2024-11-02,SKU_01,5.23,0,0.0,1,0,25
2024-11-03,SKU_01,5.24,0,0.0,1,0,25
2024-11-04,SKU_01,5.07,0,0.0,0,0,30
2024-11-05,SKU_01,5.44,0,0.0,0,0,19
2024-11-06,SKU_01,5.55,0,0.0,0,0,19
2024-11-07,SKU_01,5.31,0,0.0,0,0,18
2024-11-08,SKU_01,5.07,0,0.0,0,0,16
2024-11-09,SKU_01,5.17,0,0.0,1,0,24
2024-11-10,SKU_01,5.7,0,0.0,1,0,32
2024-11-11,SKU_01,5.42,0,0.0,0,0,21
2024-11-12,SKU_01,5.32,0,0.0,0,0,27
2024-11-13,SKU_01,6.06,0,0.0,0,0,14
